#/Lambda=0.7	/Regression_slope=0.6	/Regression_intercept=-6	/Entropy_core_cutoff=0.1	/Entropy_general_cutoff=0.1	/GC_content=0.5	/Pseudocount=maximal_row_counts/counts_in_row
>RUNX1	lnR0: 0.6
0.124302	1.98042	1.56945	0
0	2.09477	2.674	0.114347
1.56945	0.898012	2.87843	0
3.60818	3.60818	4.59839	0
2.97063	4.54008	0	3.54987
2.478	0.908555	4.04745	0
4.70834	4.70834	0	4.70834
4.70834	4.70834	0	4.70834
4.65442	3.66421	4.65442	0
0.908555	2.478	4.04745	0
0	2.20064	1.47088	0.799451
>FOXF2	lnR0: 1.2
2.43535	0	0.454934	0.136157
0	0	0	0
0	1.82991	2.55966	1.82991
0	1.21043	1.21043	1.21043
1.56945	0	0.410974	3.54987
1.37869	4.34932	0	4.34932
4.76029	4.76029	4.76029	0
0	4.76029	4.76029	4.76029
0	4.76029	4.76029	4.76029
0	4.76029	4.76029	4.76029
4.65442	0	4.65442	3.08498
0	4.76029	4.76029	4.76029
0	1.74825	2.478	1.48779
>FOXD1	lnR0: -1.2
3.13889	3.13889	0	3.13889
4.34932	4.34932	4.34932	0
0	3.28941	4.27962	4.27962
0	4.34932	4.34932	4.34932
0	3.21613	3.21613	4.20634
3.21613	0	4.20634	3.21613
0	4.34932	4.34932	4.34932
0.168261	1.56945	1.15847	0
>IRF2	lnR0: 4.2
2.97063	0.671434	0	1.98042
1.85612	3.42556	0	3.42556
0	3.66421	3.66421	3.66421
0	3.54987	3.54987	2.55966
0	3.66421	3.66421	3.66421
1.85612	3.42556	0	3.42556
2.77987	0	2.77987	0
3.66421	3.66421	0	3.66421
0	3.66421	3.66421	3.66421
0	3.66421	3.66421	3.66421
0	3.66421	3.66421	3.66421
2.77987	0	0	2.77987
2.97063	0	1.40118	0.99021
0	0	0	0
0	2.77987	1.21043	0.480675
0	1.78966	1.78966	0.480675
0	0.99021	1.56945	0.260459
0.799451	0	1.78966	1.21043
>MAX::MYC	lnR0: 0.6
0.318777	2.2992	0	0.99021
0	2.97063	1.66164	2.97063
1.71996	0	0	2.2992
3.35911	0	4.34932	4.34932
0	4.41577	4.41577	4.41577
4.34932	0	4.34932	3.35911
3.35911	4.34932	0	4.34932
4.34932	3.35911	4.34932	0
4.41577	4.41577	0	4.41577
3.21613	3.21613	0	3.21613
1.78966	1.21043	3.77008	0
>PPARG::RXRA	lnR0: 4.2
0	1.98042	1.49975	0.615404
0.99021	3.77008	0	4.76029
0.469292	4.59839	0	4.59839
5.33953	5.33953	0	5.33953
5.26983	5.26983	0	3.70038
5.26983	3.70038	5.26983	0
3.62711	0	3.62711	5.19655
0	5.33953	5.33953	5.33953
0	5.33953	5.33953	5.33953
0	5.26983	3.70038	5.26983
5.33953	5.33953	0	5.33953
5.26983	5.26983	0	3.70038
5.26983	3.70038	5.26983	0
3.58901	0	4.16824	3.58901
0	4.24345	3.66421	5.23366
0.535276	0.296628	1.66164	0
0.190759	0	0.671434	1.66164
>PPARG	lnR0: 4.8
1.88822	0.729751	0	1.88822
2.674	4.65442	4.65442	0
0	4.27962	0.99021	4.27962
4.76029	3.77008	0	4.76029
3.71813	4.70834	0	3.71813
4.54008	3.54987	2.24088	0
2.97063	0	2.55966	4.54008
0	3.71813	4.70834	3.71813
1.40118	0	1.66164	1.66164
0	0	0	0
1.90714	2.6369	0	1.90714
3.66421	4.65442	3.08498	0
2.77987	1.78966	0	3.35911
0	1.91962	4.47928	3.48907
3.77008	0	4.76029	4.76029
4.65442	0	4.65442	2.674
1.78966	0.105869	3.77008	0
0	1.91962	4.47928	3.48907
0	0	0	0
1.37869	4.34932	3.35911	0
>PAX6	lnR0: 1.8
3.46821	2.73846	2.73846	0
3.70038	3.70038	5.26983	0
2.40914	0	3.71813	1.04413
0	3.70038	4.27962	4.27962
3.09865	0	4.08886	2.51941
4.34932	5.33953	0	4.34932
4.20634	0	2.89735	4.20634
0	2.84633	2.84633	0.209434
4.20634	2.89735	4.20634	0
3.08498	0.78578	0	3.08498
0	5.15845	2.37858	4.16824
0	0	0	0
4.08886	2.51941	3.09865	0
3.66421	4.65442	0.525321	0
>PBX1	lnR0: 0.6
1.30899	0	1.30899	1.30899
0	3.05724	3.05724	4.04745
3.05724	3.05724	4.04745	0
4.20634	0	4.20634	4.20634
0	3.13889	4.1291	4.1291
0	4.1291	4.1291	3.13889
